module,type,obj,line,column,endLine,endColumn,path,symbol,message,message-id
123,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/123.py,invalid-name,"Module name ""123"" doesn't conform to snake_case naming style",C0103
123,convention,get_odd_collatz,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/123.py,missing-function-docstring,Missing function or method docstring,C0116
28,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/28.py,missing-module-docstring,Missing module docstring,C0114
28,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/28.py,invalid-name,"Module name ""28"" doesn't conform to snake_case naming style",C0103
28,convention,concatenate,5,0,5.0,15.0,sample_data/GPT_3.5_Simple/Data/28.py,missing-function-docstring,Missing function or method docstring,C0116
41,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/41.py,missing-module-docstring,Missing module docstring,C0114
41,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/41.py,invalid-name,"Module name ""41"" doesn't conform to snake_case naming style",C0103
41,convention,car_race_collision,1,0,1.0,22.0,sample_data/GPT_3.5_Simple/Data/41.py,missing-function-docstring,Missing function or method docstring,C0116
115,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/115.py,missing-module-docstring,Missing module docstring,C0114
115,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/115.py,invalid-name,"Module name ""115"" doesn't conform to snake_case naming style",C0103
115,convention,max_fill,2,0,2.0,12.0,sample_data/GPT_3.5_Simple/Data/115.py,missing-function-docstring,Missing function or method docstring,C0116
115,convention,max_fill,10,4,10.0,15.0,sample_data/GPT_3.5_Simple/Data/115.py,import-outside-toplevel,Import outside toplevel (math),C0415
33,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/33.py,missing-module-docstring,Missing module docstring,C0114
33,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/33.py,invalid-name,"Module name ""33"" doesn't conform to snake_case naming style",C0103
33,convention,sort_third,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/33.py,missing-function-docstring,Missing function or method docstring,C0116
97,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/97.py,missing-module-docstring,Missing module docstring,C0114
97,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/97.py,invalid-name,"Module name ""97"" doesn't conform to snake_case naming style",C0103
97,convention,multiply,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/97.py,missing-function-docstring,Missing function or method docstring,C0116
124,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/124.py,missing-module-docstring,Missing module docstring,C0114
124,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/124.py,invalid-name,"Module name ""124"" doesn't conform to snake_case naming style",C0103
124,convention,valid_date,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/124.py,missing-function-docstring,Missing function or method docstring,C0116
124,refactor,valid_date,16,4,21.0,20.0,sample_data/GPT_3.5_Simple/Data/124.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
124,refactor,valid_date,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/124.py,too-many-return-statements,Too many return statements (7/6),R0911
124,warning,valid_date,11,4,11.0,8.0,sample_data/GPT_3.5_Simple/Data/124.py,unused-variable,Unused variable 'year',W0612
95,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/95.py,missing-module-docstring,Missing module docstring,C0114
95,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/95.py,invalid-name,"Module name ""95"" doesn't conform to snake_case naming style",C0103
95,convention,check_dict_case,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/95.py,missing-function-docstring,Missing function or method docstring,C0116
95,warning,check_dict_case,1,20,1.0,24.0,sample_data/GPT_3.5_Simple/Data/95.py,redefined-builtin,Redefining built-in 'dict',W0622
95,refactor,check_dict_case,6,4,11.0,20.0,sample_data/GPT_3.5_Simple/Data/95.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
61,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/61.py,missing-module-docstring,Missing module docstring,C0114
61,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/61.py,invalid-name,"Module name ""61"" doesn't conform to snake_case naming style",C0103
61,convention,correct_bracketing,1,0,1.0,22.0,sample_data/GPT_3.5_Simple/Data/61.py,missing-function-docstring,Missing function or method docstring,C0116
152,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/152.py,missing-module-docstring,Missing module docstring,C0114
152,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/152.py,invalid-name,"Module name ""152"" doesn't conform to snake_case naming style",C0103
152,convention,compare,1,0,1.0,11.0,sample_data/GPT_3.5_Simple/Data/152.py,missing-function-docstring,Missing function or method docstring,C0116
152,convention,compare,3,4,7.0,50.0,sample_data/GPT_3.5_Simple/Data/152.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
100,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/100.py,missing-module-docstring,Missing module docstring,C0114
100,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/100.py,invalid-name,"Module name ""100"" doesn't conform to snake_case naming style",C0103
100,convention,make_a_pile,1,0,1.0,15.0,sample_data/GPT_3.5_Simple/Data/100.py,missing-function-docstring,Missing function or method docstring,C0116
63,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/63.py,missing-module-docstring,Missing module docstring,C0114
63,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/63.py,invalid-name,"Module name ""63"" doesn't conform to snake_case naming style",C0103
63,convention,fibfib,1,0,1.0,10.0,sample_data/GPT_3.5_Simple/Data/63.py,missing-function-docstring,Missing function or method docstring,C0116
63,refactor,fibfib,2,4,12.0,16.0,sample_data/GPT_3.5_Simple/Data/63.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
63,warning,fibfib,10,12,10.0,13.0,sample_data/GPT_3.5_Simple/Data/63.py,unused-variable,Unused variable 'i',W0612
71,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/71.py,missing-module-docstring,Missing module docstring,C0114
71,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/71.py,invalid-name,"Module name ""71"" doesn't conform to snake_case naming style",C0103
71,convention,triangle_area,1,0,1.0,17.0,sample_data/GPT_3.5_Simple/Data/71.py,missing-function-docstring,Missing function or method docstring,C0116
71,refactor,triangle_area,2,4,7.0,17.0,sample_data/GPT_3.5_Simple/Data/71.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
104,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/104.py,missing-module-docstring,Missing module docstring,C0114
104,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/104.py,invalid-name,"Module name ""104"" doesn't conform to snake_case naming style",C0103
104,convention,unique_digits,1,0,1.0,17.0,sample_data/GPT_3.5_Simple/Data/104.py,missing-function-docstring,Missing function or method docstring,C0116
44,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/44.py,missing-module-docstring,Missing module docstring,C0114
44,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/44.py,invalid-name,"Module name ""44"" doesn't conform to snake_case naming style",C0103
44,convention,change_base,1,0,1.0,15.0,sample_data/GPT_3.5_Simple/Data/44.py,missing-function-docstring,Missing function or method docstring,C0116
155,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/155.py,missing-module-docstring,Missing module docstring,C0114
155,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/155.py,invalid-name,"Module name ""155"" doesn't conform to snake_case naming style",C0103
155,convention,even_odd_count,1,0,1.0,18.0,sample_data/GPT_3.5_Simple/Data/155.py,missing-function-docstring,Missing function or method docstring,C0116
93,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/93.py,missing-module-docstring,Missing module docstring,C0114
93,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/93.py,invalid-name,"Module name ""93"" doesn't conform to snake_case naming style",C0103
93,convention,encode,1,0,1.0,10.0,sample_data/GPT_3.5_Simple/Data/93.py,missing-function-docstring,Missing function or method docstring,C0116
151,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/151.py,missing-module-docstring,Missing module docstring,C0114
151,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/151.py,invalid-name,"Module name ""151"" doesn't conform to snake_case naming style",C0103
151,convention,double_the_difference,1,0,1.0,25.0,sample_data/GPT_3.5_Simple/Data/151.py,missing-function-docstring,Missing function or method docstring,C0116
151,refactor,double_the_difference,2,14,3.0,44.0,sample_data/GPT_3.5_Simple/Data/151.py,consider-using-generator,"Consider using a generator instead 'sum(i**2 for i in lst if isinstance(i, int) and i > 0 and i % 2 != 0)'",R1728
7,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/7.py,missing-module-docstring,Missing module docstring,C0114
7,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/7.py,invalid-name,"Module name ""7"" doesn't conform to snake_case naming style",C0103
7,convention,filter_by_substring,5,0,5.0,23.0,sample_data/GPT_3.5_Simple/Data/7.py,missing-function-docstring,Missing function or method docstring,C0116
122,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/122.py,missing-module-docstring,Missing module docstring,C0114
122,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/122.py,invalid-name,"Module name ""122"" doesn't conform to snake_case naming style",C0103
122,convention,add_elements,1,0,1.0,16.0,sample_data/GPT_3.5_Simple/Data/122.py,missing-function-docstring,Missing function or method docstring,C0116
133,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/133.py,missing-module-docstring,Missing module docstring,C0114
133,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/133.py,invalid-name,"Module name ""133"" doesn't conform to snake_case naming style",C0103
133,convention,sum_squares,1,0,1.0,15.0,sample_data/GPT_3.5_Simple/Data/133.py,missing-function-docstring,Missing function or method docstring,C0116
133,convention,sum_squares,2,4,2.0,15.0,sample_data/GPT_3.5_Simple/Data/133.py,import-outside-toplevel,Import outside toplevel (math),C0415
139,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/139.py,missing-module-docstring,Missing module docstring,C0114
139,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/139.py,invalid-name,"Module name ""139"" doesn't conform to snake_case naming style",C0103
139,convention,special_factorial,1,0,1.0,21.0,sample_data/GPT_3.5_Simple/Data/139.py,missing-function-docstring,Missing function or method docstring,C0116
5,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/5.py,missing-module-docstring,Missing module docstring,C0114
5,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/5.py,invalid-name,"Module name ""5"" doesn't conform to snake_case naming style",C0103
5,convention,intersperse,4,0,4.0,15.0,sample_data/GPT_3.5_Simple/Data/5.py,missing-function-docstring,Missing function or method docstring,C0116
76,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/76.py,missing-module-docstring,Missing module docstring,C0114
76,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/76.py,invalid-name,"Module name ""76"" doesn't conform to snake_case naming style",C0103
76,convention,is_simple_power,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/76.py,missing-function-docstring,Missing function or method docstring,C0116
76,refactor,is_simple_power,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/76.py,too-many-return-statements,Too many return statements (10/6),R0911
67,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/67.py,missing-module-docstring,Missing module docstring,C0114
67,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/67.py,invalid-name,"Module name ""67"" doesn't conform to snake_case naming style",C0103
67,convention,fruit_distribution,2,0,2.0,22.0,sample_data/GPT_3.5_Simple/Data/67.py,missing-function-docstring,Missing function or method docstring,C0116
42,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/42.py,missing-module-docstring,Missing module docstring,C0114
42,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/42.py,invalid-name,"Module name ""42"" doesn't conform to snake_case naming style",C0103
42,convention,incr_list,1,0,1.0,13.0,sample_data/GPT_3.5_Simple/Data/42.py,missing-function-docstring,Missing function or method docstring,C0116
3,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/3.py,missing-module-docstring,Missing module docstring,C0114
3,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/3.py,invalid-name,"Module name ""3"" doesn't conform to snake_case naming style",C0103
3,convention,below_zero,4,0,4.0,14.0,sample_data/GPT_3.5_Simple/Data/3.py,missing-function-docstring,Missing function or method docstring,C0116
65,convention,,8,0,,,sample_data/GPT_3.5_Simple/Data/65.py,line-too-long,Line too long (101/100),C0301
65,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/65.py,missing-module-docstring,Missing module docstring,C0114
65,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/65.py,invalid-name,"Module name ""65"" doesn't conform to snake_case naming style",C0103
65,convention,circular_shift,1,0,1.0,18.0,sample_data/GPT_3.5_Simple/Data/65.py,missing-function-docstring,Missing function or method docstring,C0116
65,refactor,circular_shift,4,4,8.0,101.0,sample_data/GPT_3.5_Simple/Data/65.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
1,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/1.py,missing-module-docstring,Missing module docstring,C0114
1,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/1.py,invalid-name,"Module name ""1"" doesn't conform to snake_case naming style",C0103
1,convention,separate_paren_groups,5,0,5.0,25.0,sample_data/GPT_3.5_Simple/Data/1.py,missing-function-docstring,Missing function or method docstring,C0116
62,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/62.py,missing-module-docstring,Missing module docstring,C0114
62,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/62.py,invalid-name,"Module name ""62"" doesn't conform to snake_case naming style",C0103
62,convention,derivative,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/62.py,missing-function-docstring,Missing function or method docstring,C0116
47,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/47.py,missing-module-docstring,Missing module docstring,C0114
47,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/47.py,invalid-name,"Module name ""47"" doesn't conform to snake_case naming style",C0103
47,convention,median,1,0,1.0,10.0,sample_data/GPT_3.5_Simple/Data/47.py,missing-function-docstring,Missing function or method docstring,C0116
47,refactor,median,6,4,9.0,34.0,sample_data/GPT_3.5_Simple/Data/47.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
121,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/121.py,missing-module-docstring,Missing module docstring,C0114
121,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/121.py,invalid-name,"Module name ""121"" doesn't conform to snake_case naming style",C0103
121,convention,solution,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/121.py,missing-function-docstring,Missing function or method docstring,C0116
75,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/75.py,missing-module-docstring,Missing module docstring,C0114
75,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/75.py,invalid-name,"Module name ""75"" doesn't conform to snake_case naming style",C0103
75,convention,is_multiply_prime,1,0,1.0,21.0,sample_data/GPT_3.5_Simple/Data/75.py,missing-function-docstring,Missing function or method docstring,C0116
147,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/147.py,missing-module-docstring,Missing module docstring,C0114
147,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/147.py,invalid-name,"Module name ""147"" doesn't conform to snake_case naming style",C0103
147,convention,get_max_triples,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/147.py,missing-function-docstring,Missing function or method docstring,C0116
35,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/35.py,missing-module-docstring,Missing module docstring,C0114
35,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/35.py,invalid-name,"Module name ""35"" doesn't conform to snake_case naming style",C0103
35,convention,max_element,1,0,1.0,15.0,sample_data/GPT_3.5_Simple/Data/35.py,missing-function-docstring,Missing function or method docstring,C0116
16,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/16.py,missing-module-docstring,Missing module docstring,C0114
16,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/16.py,invalid-name,"Module name ""16"" doesn't conform to snake_case naming style",C0103
16,convention,count_distinct_characters,1,0,1.0,29.0,sample_data/GPT_3.5_Simple/Data/16.py,missing-function-docstring,Missing function or method docstring,C0116
163,convention,,2,0,,,sample_data/GPT_3.5_Simple/Data/163.py,line-too-long,Line too long (118/100),C0301
163,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/163.py,missing-module-docstring,Missing module docstring,C0114
163,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/163.py,invalid-name,"Module name ""163"" doesn't conform to snake_case naming style",C0103
163,convention,generate_integers,1,0,1.0,21.0,sample_data/GPT_3.5_Simple/Data/163.py,missing-function-docstring,Missing function or method docstring,C0116
23,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/23.py,missing-module-docstring,Missing module docstring,C0114
23,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/23.py,invalid-name,"Module name ""23"" doesn't conform to snake_case naming style",C0103
23,convention,strlen,1,0,1.0,10.0,sample_data/GPT_3.5_Simple/Data/23.py,missing-function-docstring,Missing function or method docstring,C0116
50,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/50.py,missing-module-docstring,Missing module docstring,C0114
50,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/50.py,invalid-name,"Module name ""50"" doesn't conform to snake_case naming style",C0103
50,convention,decode_shift,1,0,1.0,16.0,sample_data/GPT_3.5_Simple/Data/50.py,missing-function-docstring,Missing function or method docstring,C0116
119,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/119.py,missing-module-docstring,Missing module docstring,C0114
119,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/119.py,invalid-name,"Module name ""119"" doesn't conform to snake_case naming style",C0103
119,convention,match_parens,1,0,1.0,16.0,sample_data/GPT_3.5_Simple/Data/119.py,missing-function-docstring,Missing function or method docstring,C0116
119,convention,match_parens,9,25,9.0,39.0,sample_data/GPT_3.5_Simple/Data/119.py,consider-iterating-dictionary,Consider iterating the dictionary directly instead of calling .keys(),C0201
14,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/14.py,missing-module-docstring,Missing module docstring,C0114
14,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/14.py,invalid-name,"Module name ""14"" doesn't conform to snake_case naming style",C0103
14,convention,all_prefixes,5,0,5.0,16.0,sample_data/GPT_3.5_Simple/Data/14.py,missing-function-docstring,Missing function or method docstring,C0116
60,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/60.py,missing-module-docstring,Missing module docstring,C0114
60,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/60.py,invalid-name,"Module name ""60"" doesn't conform to snake_case naming style",C0103
60,convention,sum_to_n,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/60.py,missing-function-docstring,Missing function or method docstring,C0116
134,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/134.py,missing-module-docstring,Missing module docstring,C0114
134,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/134.py,invalid-name,"Module name ""134"" doesn't conform to snake_case naming style",C0103
134,convention,check_if_last_char_is_a_letter,1,0,1.0,34.0,sample_data/GPT_3.5_Simple/Data/134.py,missing-function-docstring,Missing function or method docstring,C0116
82,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/82.py,missing-module-docstring,Missing module docstring,C0114
82,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/82.py,invalid-name,"Module name ""82"" doesn't conform to snake_case naming style",C0103
82,convention,prime_length,1,0,1.0,16.0,sample_data/GPT_3.5_Simple/Data/82.py,missing-function-docstring,Missing function or method docstring,C0116
2,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/2.py,missing-module-docstring,Missing module docstring,C0114
2,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/2.py,invalid-name,"Module name ""2"" doesn't conform to snake_case naming style",C0103
2,convention,truncate_number,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/2.py,missing-function-docstring,Missing function or method docstring,C0116
157,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/157.py,missing-module-docstring,Missing module docstring,C0114
157,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/157.py,invalid-name,"Module name ""157"" doesn't conform to snake_case naming style",C0103
157,convention,right_angle_triangle,1,0,1.0,24.0,sample_data/GPT_3.5_Simple/Data/157.py,missing-function-docstring,Missing function or method docstring,C0116
157,refactor,right_angle_triangle,2,4,5.0,20.0,sample_data/GPT_3.5_Simple/Data/157.py,simplifiable-if-statement,The if statement can be replaced with 'return bool(test)',R1703
157,refactor,right_angle_triangle,2,4,5.0,20.0,sample_data/GPT_3.5_Simple/Data/157.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
66,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/66.py,missing-module-docstring,Missing module docstring,C0114
66,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/66.py,invalid-name,"Module name ""66"" doesn't conform to snake_case naming style",C0103
66,convention,digitSum,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/66.py,missing-function-docstring,Missing function or method docstring,C0116
66,convention,digitSum,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/66.py,invalid-name,"Function name ""digitSum"" doesn't conform to snake_case naming style",C0103
57,convention,,2,0,,,sample_data/GPT_3.5_Simple/Data/57.py,line-too-long,Line too long (108/100),C0301
57,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/57.py,missing-module-docstring,Missing module docstring,C0114
57,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/57.py,invalid-name,"Module name ""57"" doesn't conform to snake_case naming style",C0103
57,convention,monotonic,1,0,1.0,13.0,sample_data/GPT_3.5_Simple/Data/57.py,missing-function-docstring,Missing function or method docstring,C0116
26,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/26.py,missing-module-docstring,Missing module docstring,C0114
26,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/26.py,invalid-name,"Module name ""26"" doesn't conform to snake_case naming style",C0103
26,convention,remove_duplicates,4,0,4.0,21.0,sample_data/GPT_3.5_Simple/Data/26.py,missing-function-docstring,Missing function or method docstring,C0116
108,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/108.py,missing-module-docstring,Missing module docstring,C0114
108,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/108.py,invalid-name,"Module name ""108"" doesn't conform to snake_case naming style",C0103
108,convention,count_nums,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/108.py,missing-function-docstring,Missing function or method docstring,C0116
4,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/4.py,missing-module-docstring,Missing module docstring,C0114
4,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/4.py,invalid-name,"Module name ""4"" doesn't conform to snake_case naming style",C0103
4,convention,mean_absolute_deviation,5,0,5.0,27.0,sample_data/GPT_3.5_Simple/Data/4.py,missing-function-docstring,Missing function or method docstring,C0116
43,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/43.py,missing-module-docstring,Missing module docstring,C0114
43,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/43.py,invalid-name,"Module name ""43"" doesn't conform to snake_case naming style",C0103
43,convention,pairs_sum_to_zero,1,0,1.0,21.0,sample_data/GPT_3.5_Simple/Data/43.py,missing-function-docstring,Missing function or method docstring,C0116
25,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/25.py,missing-module-docstring,Missing module docstring,C0114
25,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/25.py,invalid-name,"Module name ""25"" doesn't conform to snake_case naming style",C0103
25,convention,factorize,4,0,4.0,13.0,sample_data/GPT_3.5_Simple/Data/25.py,missing-function-docstring,Missing function or method docstring,C0116
160,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/160.py,missing-module-docstring,Missing module docstring,C0114
160,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/160.py,invalid-name,"Module name ""160"" doesn't conform to snake_case naming style",C0103
160,convention,do_algebra,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/160.py,missing-function-docstring,Missing function or method docstring,C0116
160,convention,do_algebra,3,4,4.0,53.0,sample_data/GPT_3.5_Simple/Data/160.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
160,warning,do_algebra,5,11,5.0,27.0,sample_data/GPT_3.5_Simple/Data/160.py,eval-used,Use of eval,W0123
29,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/29.py,missing-module-docstring,Missing module docstring,C0114
29,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/29.py,invalid-name,"Module name ""29"" doesn't conform to snake_case naming style",C0103
29,convention,filter_by_prefix,2,0,2.0,20.0,sample_data/GPT_3.5_Simple/Data/29.py,missing-function-docstring,Missing function or method docstring,C0116
32,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/32.py,missing-module-docstring,Missing module docstring,C0114
32,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/32.py,invalid-name,"Module name ""32"" doesn't conform to snake_case naming style",C0103
32,convention,poly,5,0,5.0,8.0,sample_data/GPT_3.5_Simple/Data/32.py,missing-function-docstring,Missing function or method docstring,C0116
32,refactor,poly,6,11,6.0,70.0,sample_data/GPT_3.5_Simple/Data/32.py,consider-using-generator,"Consider using a generator instead 'sum(coeff * math.pow(x, i) for (i, coeff) in enumerate(xs))'",R1728
32,convention,find_zero,9,0,9.0,13.0,sample_data/GPT_3.5_Simple/Data/32.py,missing-function-docstring,Missing function or method docstring,C0116
32,warning,find_zero.f,12,4,12.0,9.0,sample_data/GPT_3.5_Simple/Data/32.py,unused-variable,Unused variable 'f',W0612
27,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/27.py,missing-module-docstring,Missing module docstring,C0114
27,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/27.py,invalid-name,"Module name ""27"" doesn't conform to snake_case naming style",C0103
27,convention,flip_case,1,0,1.0,13.0,sample_data/GPT_3.5_Simple/Data/27.py,missing-function-docstring,Missing function or method docstring,C0116
83,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/83.py,missing-module-docstring,Missing module docstring,C0114
83,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/83.py,invalid-name,"Module name ""83"" doesn't conform to snake_case naming style",C0103
83,convention,starts_one_ends,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/83.py,missing-function-docstring,Missing function or method docstring,C0116
78,convention,,8,0,,,sample_data/GPT_3.5_Simple/Data/78.py,trailing-newlines,Trailing newlines,C0305
78,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/78.py,missing-module-docstring,Missing module docstring,C0114
78,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/78.py,invalid-name,"Module name ""78"" doesn't conform to snake_case naming style",C0103
78,convention,hex_key,1,0,1.0,11.0,sample_data/GPT_3.5_Simple/Data/78.py,missing-function-docstring,Missing function or method docstring,C0116
24,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/24.py,missing-module-docstring,Missing module docstring,C0114
24,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/24.py,invalid-name,"Module name ""24"" doesn't conform to snake_case naming style",C0103
