module,type,obj,line,column,endLine,endColumn,path,symbol,message,message-id
77,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/77.py,invalid-name,"Module name ""77"" doesn't conform to snake_case naming style",C0103
77,convention,iscube,2,0,2.0,10.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/77.py,missing-function-docstring,Missing function or method docstring,C0116
77,convention,iscube,3,4,3.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/77.py,import-outside-toplevel,Import outside toplevel (math),C0415
14,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/14.py,missing-module-docstring,Missing module docstring,C0114
14,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/14.py,invalid-name,"Module name ""14"" doesn't conform to snake_case naming style",C0103
14,convention,all_prefixes,4,0,4.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/14.py,missing-function-docstring,Missing function or method docstring,C0116
97,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/97.py,missing-module-docstring,Missing module docstring,C0114
97,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/97.py,invalid-name,"Module name ""97"" doesn't conform to snake_case naming style",C0103
97,convention,multiply,2,0,2.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/97.py,missing-function-docstring,Missing function or method docstring,C0116
131,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/131.py,missing-module-docstring,Missing module docstring,C0114
131,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/131.py,invalid-name,"Module name ""131"" doesn't conform to snake_case naming style",C0103
131,convention,digits,1,0,1.0,10.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/131.py,missing-function-docstring,Missing function or method docstring,C0116
55,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/55.py,missing-module-docstring,Missing module docstring,C0114
55,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/55.py,invalid-name,"Module name ""55"" doesn't conform to snake_case naming style",C0103
55,convention,fib,1,0,1.0,7.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/55.py,missing-function-docstring,Missing function or method docstring,C0116
49,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/49.py,missing-module-docstring,Missing module docstring,C0114
49,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/49.py,invalid-name,"Module name ""49"" doesn't conform to snake_case naming style",C0103
49,convention,modp,2,0,2.0,8.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/49.py,missing-function-docstring,Missing function or method docstring,C0116
53,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/53.py,missing-module-docstring,Missing module docstring,C0114
53,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/53.py,invalid-name,"Module name ""53"" doesn't conform to snake_case naming style",C0103
53,convention,add,2,0,2.0,7.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/53.py,missing-function-docstring,Missing function or method docstring,C0116
121,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/121.py,missing-module-docstring,Missing module docstring,C0114
121,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/121.py,invalid-name,"Module name ""121"" doesn't conform to snake_case naming style",C0103
121,convention,solution,1,0,1.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/121.py,missing-function-docstring,Missing function or method docstring,C0116
48,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/48.py,missing-module-docstring,Missing module docstring,C0114
48,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/48.py,invalid-name,"Module name ""48"" doesn't conform to snake_case naming style",C0103
48,convention,is_palindrome,1,0,1.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/48.py,missing-function-docstring,Missing function or method docstring,C0116
9,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/9.py,missing-module-docstring,Missing module docstring,C0114
9,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/9.py,invalid-name,"Module name ""9"" doesn't conform to snake_case naming style",C0103
9,convention,rolling_max,4,0,4.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/9.py,missing-function-docstring,Missing function or method docstring,C0116
54,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/54.py,missing-module-docstring,Missing module docstring,C0114
54,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/54.py,invalid-name,"Module name ""54"" doesn't conform to snake_case naming style",C0103
54,convention,same_chars,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/54.py,missing-function-docstring,Missing function or method docstring,C0116
160,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/160.py,missing-module-docstring,Missing module docstring,C0114
160,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/160.py,invalid-name,"Module name ""160"" doesn't conform to snake_case naming style",C0103
160,convention,do_algebra,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/160.py,missing-function-docstring,Missing function or method docstring,C0116
160,convention,do_algebra,3,4,4.0,55.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/160.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
160,warning,do_algebra,5,11,5.0,27.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/160.py,eval-used,Use of eval,W0123
27,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/27.py,missing-module-docstring,Missing module docstring,C0114
27,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/27.py,invalid-name,"Module name ""27"" doesn't conform to snake_case naming style",C0103
27,convention,flip_case,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/27.py,missing-function-docstring,Missing function or method docstring,C0116
51,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/51.py,missing-module-docstring,Missing module docstring,C0114
51,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/51.py,invalid-name,"Module name ""51"" doesn't conform to snake_case naming style",C0103
51,convention,remove_vowels,1,0,1.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/51.py,missing-function-docstring,Missing function or method docstring,C0116
159,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/159.py,missing-module-docstring,Missing module docstring,C0114
159,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/159.py,invalid-name,"Module name ""159"" doesn't conform to snake_case naming style",C0103
159,convention,eat,1,0,1.0,7.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/159.py,missing-function-docstring,Missing function or method docstring,C0116
37,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/37.py,missing-module-docstring,Missing module docstring,C0114
37,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/37.py,invalid-name,"Module name ""37"" doesn't conform to snake_case naming style",C0103
37,convention,sort_even,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/37.py,missing-function-docstring,Missing function or method docstring,C0116
92,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/92.py,missing-module-docstring,Missing module docstring,C0114
92,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/92.py,invalid-name,"Module name ""92"" doesn't conform to snake_case naming style",C0103
92,convention,any_int,1,0,1.0,11.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/92.py,missing-function-docstring,Missing function or method docstring,C0116
72,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/72.py,missing-module-docstring,Missing module docstring,C0114
72,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/72.py,invalid-name,"Module name ""72"" doesn't conform to snake_case naming style",C0103
72,convention,will_it_fly,1,0,1.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/72.py,missing-function-docstring,Missing function or method docstring,C0116
33,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/33.py,missing-module-docstring,Missing module docstring,C0114
33,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/33.py,invalid-name,"Module name ""33"" doesn't conform to snake_case naming style",C0103
33,convention,sort_third,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/33.py,missing-function-docstring,Missing function or method docstring,C0116
19,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/19.py,missing-module-docstring,Missing module docstring,C0114
19,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/19.py,invalid-name,"Module name ""19"" doesn't conform to snake_case naming style",C0103
19,convention,sort_numbers,4,0,4.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/19.py,missing-function-docstring,Missing function or method docstring,C0116
19,warning,,1,0,1.0,23.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/19.py,unused-import,Unused List imported from typing,W0611
100,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/100.py,missing-module-docstring,Missing module docstring,C0114
100,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/100.py,invalid-name,"Module name ""100"" doesn't conform to snake_case naming style",C0103
100,convention,make_a_pile,1,0,1.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/100.py,missing-function-docstring,Missing function or method docstring,C0116
126,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/126.py,missing-module-docstring,Missing module docstring,C0114
126,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/126.py,invalid-name,"Module name ""126"" doesn't conform to snake_case naming style",C0103
126,convention,is_sorted,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/126.py,missing-function-docstring,Missing function or method docstring,C0116
126,refactor,is_sorted,8,8,11.0,28.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/126.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
52,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/52.py,missing-module-docstring,Missing module docstring,C0114
52,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/52.py,invalid-name,"Module name ""52"" doesn't conform to snake_case naming style",C0103
52,convention,below_threshold,1,0,1.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/52.py,missing-function-docstring,Missing function or method docstring,C0116
50,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/50.py,missing-module-docstring,Missing module docstring,C0114
50,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/50.py,invalid-name,"Module name ""50"" doesn't conform to snake_case naming style",C0103
50,convention,decode_shift,2,0,2.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/50.py,missing-function-docstring,Missing function or method docstring,C0116
119,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/119.py,missing-module-docstring,Missing module docstring,C0114
119,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/119.py,invalid-name,"Module name ""119"" doesn't conform to snake_case naming style",C0103
119,convention,match_parens,1,0,1.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/119.py,missing-function-docstring,Missing function or method docstring,C0116
119,convention,match_parens,13,4,13.0,6.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/119.py,invalid-name,"Variable name ""S1"" doesn't conform to snake_case naming style",C0103
119,convention,match_parens,14,4,14.0,6.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/119.py,invalid-name,"Variable name ""S2"" doesn't conform to snake_case naming style",C0103
108,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/108.py,missing-module-docstring,Missing module docstring,C0114
108,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/108.py,invalid-name,"Module name ""108"" doesn't conform to snake_case naming style",C0103
108,convention,count_nums,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/108.py,missing-function-docstring,Missing function or method docstring,C0116
163,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/163.py,missing-module-docstring,Missing module docstring,C0114
163,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/163.py,invalid-name,"Module name ""163"" doesn't conform to snake_case naming style",C0103
163,convention,generate_integers,1,0,1.0,21.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/163.py,missing-function-docstring,Missing function or method docstring,C0116
38,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/38.py,missing-module-docstring,Missing module docstring,C0114
38,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/38.py,invalid-name,"Module name ""38"" doesn't conform to snake_case naming style",C0103
38,convention,encode_cyclic,1,0,1.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/38.py,missing-function-docstring,Missing function or method docstring,C0116
38,convention,decode_cyclic,8,0,8.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/38.py,missing-function-docstring,Missing function or method docstring,C0116
5,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/5.py,missing-module-docstring,Missing module docstring,C0114
5,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/5.py,invalid-name,"Module name ""5"" doesn't conform to snake_case naming style",C0103
5,convention,intersperse,4,0,4.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/5.py,missing-function-docstring,Missing function or method docstring,C0116
142,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/142.py,missing-module-docstring,Missing module docstring,C0114
142,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/142.py,invalid-name,"Module name ""142"" doesn't conform to snake_case naming style",C0103
142,convention,sum_squares,2,0,2.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/142.py,missing-function-docstring,Missing function or method docstring,C0116
4,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/4.py,missing-module-docstring,Missing module docstring,C0114
4,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/4.py,invalid-name,"Module name ""4"" doesn't conform to snake_case naming style",C0103
4,convention,mean_absolute_deviation,4,0,4.0,27.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/4.py,missing-function-docstring,Missing function or method docstring,C0116
58,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/58.py,missing-module-docstring,Missing module docstring,C0114
58,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/58.py,invalid-name,"Module name ""58"" doesn't conform to snake_case naming style",C0103
58,convention,common,1,0,1.0,10.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/58.py,missing-function-docstring,Missing function or method docstring,C0116
93,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/93.py,missing-module-docstring,Missing module docstring,C0114
93,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/93.py,invalid-name,"Module name ""93"" doesn't conform to snake_case naming style",C0103
93,convention,encode,2,0,2.0,10.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/93.py,missing-function-docstring,Missing function or method docstring,C0116
29,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/29.py,missing-module-docstring,Missing module docstring,C0114
29,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/29.py,invalid-name,"Module name ""29"" doesn't conform to snake_case naming style",C0103
29,convention,filter_by_prefix,4,0,4.0,20.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/29.py,missing-function-docstring,Missing function or method docstring,C0116
127,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/127.py,missing-module-docstring,Missing module docstring,C0114
127,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/127.py,invalid-name,"Module name ""127"" doesn't conform to snake_case naming style",C0103
127,convention,is_prime,1,0,1.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/127.py,missing-function-docstring,Missing function or method docstring,C0116
127,convention,intersection,14,0,14.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/127.py,missing-function-docstring,Missing function or method docstring,C0116
104,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/104.py,missing-module-docstring,Missing module docstring,C0114
104,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/104.py,invalid-name,"Module name ""104"" doesn't conform to snake_case naming style",C0103
104,convention,unique_digits,1,0,1.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/104.py,missing-function-docstring,Missing function or method docstring,C0116
99,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/99.py,missing-module-docstring,Missing module docstring,C0114
99,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/99.py,invalid-name,"Module name ""99"" doesn't conform to snake_case naming style",C0103
99,convention,closest_integer,4,0,4.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/99.py,missing-function-docstring,Missing function or method docstring,C0116
68,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/68.py,missing-module-docstring,Missing module docstring,C0114
68,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/68.py,invalid-name,"Module name ""68"" doesn't conform to snake_case naming style",C0103
68,convention,pluck,1,0,1.0,9.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/68.py,missing-function-docstring,Missing function or method docstring,C0116
135,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/135.py,missing-module-docstring,Missing module docstring,C0114
135,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/135.py,invalid-name,"Module name ""135"" doesn't conform to snake_case naming style",C0103
135,convention,can_arrange,1,0,1.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/135.py,missing-function-docstring,Missing function or method docstring,C0116
71,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/71.py,missing-module-docstring,Missing module docstring,C0114
71,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/71.py,invalid-name,"Module name ""71"" doesn't conform to snake_case naming style",C0103
71,convention,triangle_area,5,0,5.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/71.py,missing-function-docstring,Missing function or method docstring,C0116
89,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/89.py,missing-module-docstring,Missing module docstring,C0114
89,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/89.py,invalid-name,"Module name ""89"" doesn't conform to snake_case naming style",C0103
89,convention,encrypt,2,0,2.0,11.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/89.py,missing-function-docstring,Missing function or method docstring,C0116
20,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/20.py,missing-module-docstring,Missing module docstring,C0114
20,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/20.py,invalid-name,"Module name ""20"" doesn't conform to snake_case naming style",C0103
20,convention,find_closest_elements,4,0,4.0,25.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/20.py,missing-function-docstring,Missing function or method docstring,C0116
87,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/87.py,missing-module-docstring,Missing module docstring,C0114
87,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/87.py,invalid-name,"Module name ""87"" doesn't conform to snake_case naming style",C0103
87,convention,get_row,1,0,1.0,11.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/87.py,missing-function-docstring,Missing function or method docstring,C0116
25,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/25.py,missing-module-docstring,Missing module docstring,C0114
25,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/25.py,invalid-name,"Module name ""25"" doesn't conform to snake_case naming style",C0103
25,convention,factorize,5,0,5.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/25.py,missing-function-docstring,Missing function or method docstring,C0116
117,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/117.py,missing-module-docstring,Missing module docstring,C0114
117,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/117.py,invalid-name,"Module name ""117"" doesn't conform to snake_case naming style",C0103
117,convention,select_words,1,0,1.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/117.py,missing-function-docstring,Missing function or method docstring,C0116
148,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/148.py,missing-module-docstring,Missing module docstring,C0114
148,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/148.py,invalid-name,"Module name ""148"" doesn't conform to snake_case naming style",C0103
148,convention,bf,1,0,1.0,6.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/148.py,missing-function-docstring,Missing function or method docstring,C0116
62,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/62.py,missing-module-docstring,Missing module docstring,C0114
62,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/62.py,invalid-name,"Module name ""62"" doesn't conform to snake_case naming style",C0103
62,convention,derivative,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/62.py,missing-function-docstring,Missing function or method docstring,C0116
134,convention,,6,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/134.py,line-too-long,Line too long (111/100),C0301
134,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/134.py,missing-module-docstring,Missing module docstring,C0114
134,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/134.py,invalid-name,"Module name ""134"" doesn't conform to snake_case naming style",C0103
134,convention,check_if_last_char_is_a_letter,1,0,1.0,34.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/134.py,missing-function-docstring,Missing function or method docstring,C0116
42,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/42.py,missing-module-docstring,Missing module docstring,C0114
42,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/42.py,invalid-name,"Module name ""42"" doesn't conform to snake_case naming style",C0103
42,convention,incr_list,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/42.py,missing-function-docstring,Missing function or method docstring,C0116
138,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/138.py,missing-module-docstring,Missing module docstring,C0114
138,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/138.py,invalid-name,"Module name ""138"" doesn't conform to snake_case naming style",C0103
138,convention,is_equal_to_sum_even,1,0,1.0,24.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/138.py,missing-function-docstring,Missing function or method docstring,C0116
24,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/24.py,missing-module-docstring,Missing module docstring,C0114
24,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/24.py,invalid-name,"Module name ""24"" doesn't conform to snake_case naming style",C0103
24,convention,largest_divisor,1,0,1.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/24.py,missing-function-docstring,Missing function or method docstring,C0116
24,refactor,largest_divisor,1,0,1.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/24.py,inconsistent-return-statements,"Either all return statements in a function should return an expression, or none of them should.",R1710
144,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/144.py,missing-module-docstring,Missing module docstring,C0114
144,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/144.py,invalid-name,"Module name ""144"" doesn't conform to snake_case naming style",C0103
144,convention,simplify,1,0,1.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/144.py,missing-function-docstring,Missing function or method docstring,C0116
120,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/120.py,missing-module-docstring,Missing module docstring,C0114
120,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/120.py,invalid-name,"Module name ""120"" doesn't conform to snake_case naming style",C0103
120,convention,maximum,1,0,1.0,11.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/120.py,missing-function-docstring,Missing function or method docstring,C0116
114,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/114.py,missing-module-docstring,Missing module docstring,C0114
114,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/114.py,invalid-name,"Module name ""114"" doesn't conform to snake_case naming style",C0103
114,convention,minSubArraySum,1,0,1.0,18.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/114.py,missing-function-docstring,Missing function or method docstring,C0116
114,convention,minSubArraySum,1,0,1.0,18.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/114.py,invalid-name,"Function name ""minSubArraySum"" doesn't conform to snake_case naming style",C0103
0,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/0.py,missing-module-docstring,Missing module docstring,C0114
0,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/0.py,invalid-name,"Module name ""0"" doesn't conform to snake_case naming style",C0103
0,convention,has_close_elements,5,0,5.0,22.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/0.py,missing-function-docstring,Missing function or method docstring,C0116
0,error,has_close_elements,5,32,5.0,36.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/0.py,undefined-variable,Undefined variable 'List',E0602
17,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/17.py,missing-module-docstring,Missing module docstring,C0114
